会社名,担当者名,メールアドレス,電話番号,URL,業種,ステータス,メモ
サンリバー大歩危,,,050-3066-2111,http://www.oobokeonsen.jp/,サウナ・温浴施設,未着手,徳島県
湯処あらたえ 小松島店,,,0885-38-2611,http://aratae.jp/komatsushima/,サウナ・温浴施設,未着手,徳島県
紅葉温泉,,,0883-77-2954,https://www.awanavi.jp/spot/21403.html,サウナ・温浴施設,未着手,徳島県
薬王寺温泉 湯元 醫王の湯,,info@yakuouji.net,0884-77-1126,http://yakuouji.net/onsen/,サウナ・温浴施設,未着手,徳島県
もみじ川温泉,,,0884-62-1171,http://momijigawa-spa.com/,サウナ・温浴施設,未着手,徳島県
ふいご温泉,,,0883-42-4700,http://fuigo-onsen.com/,サウナ・温浴施設,未着手,徳島県
つるぎの湯大桜,,,0883-68-2424,http://www.city.mima.lg.jp/kankou/kankouannai/tomaru/0007.html,サウナ・温浴施設,未着手,徳島県
ホテル リビエラししくい,,,0884-76-3300,http://www.hotel-riviera.co.jp/,サウナ・温浴施設,未着手,徳島県
阿南市かもだ岬温泉 保養センター,,kamodamisaki@mc.pikara.ne.jp,0884-21-3030,http://wwwd.pikara.ne.jp/kamodamisaki/,サウナ・温浴施設,未着手,徳島県
剣山木綿麻温泉,,,0883-62-5500,http://www.town.tokushima-tsurugi.lg.jp/docs/3467.html,サウナ・温浴施設,未着手,徳島県
月ケ谷温泉・月の宿,,,0885-46-0203,http://www.e-kamikatsu.jp/,サウナ・温浴施設,未着手,徳島県
スマイルホテル阿南(旧ホテルサンオーシャン),,,0884-23-2222,https://smile-hotels.com/hotels/show/anan,サウナ・温浴施設,未着手,徳島県
四季美谷温泉,,,0884-65-2116,http://shikibidani-onsen.com/,サウナ・温浴施設,未着手,徳島県
アオアヲナルトリゾート,,,088-687-2580,https://www.aoawo-naruto.com/publics/index/105/,サウナ・温浴施設,未着手,徳島県
山宿 花瀬庵&Bar the KURA(蔵),,,0884-66-0150,https://www.hanazean.com/,サウナ・温浴施設,未着手,徳島県
岩戸温泉 つるぎの宿 岩戸,,,0883-67-2826,https://www.tsurugi-eetoko.com/iwato,サウナ・温浴施設,未着手,徳島県
阿波観光ホテル,,,088-622-5161,http://www.awakan.jp/,サウナ・温浴施設,未着手,徳島県
レステイDEE,,,,https://sauna-ikitai.com/saunas/10463,サウナ・温浴施設,未着手,徳島県
ふれあい健康館,,,,https://sauna-ikitai.com/saunas/93439,サウナ・温浴施設,未着手,徳島県
レステイ徳島アイネ,,,,https://sauna-ikitai.com/saunas/31202,サウナ・温浴施設,未着手,徳島県
四季芳る 美郷の湯,,,,https://sauna-ikitai.com/saunas/112360,サウナ・温浴施設,未着手,徳島県
Jクラシックゴルフクラブ,,,,https://sauna-ikitai.com/saunas/12371,サウナ・温浴施設,未着手,徳島県
琴弾廻廊,,,,https://sauna-ikitai.com/saunas/3587,サウナ・温浴施設,未着手,香川県
ゴールデンタイム高松,,,,https://sauna-ikitai.com/saunas/3496,サウナ・温浴施設,未着手,香川県
sanamane,,,,https://sauna-ikitai.com/saunas/9627,サウナ・温浴施設,未着手,香川県
瀬戸大橋四国健康村,,,,https://sauna-ikitai.com/saunas/3512,サウナ・温浴施設,未着手,香川県
高松ぽかぽか温泉,,,,https://sauna-ikitai.com/saunas/9175,サウナ・温浴施設,未着手,香川県
クラフトホテル瀬戸内,,,,https://sauna-ikitai.com/saunas/80524,サウナ・温浴施設,未着手,香川県
積凪KITAKEN棟 -泊Rutto,,,,https://sauna-ikitai.com/saunas/12610,サウナ・温浴施設,未着手,香川県
天然温泉 香南楽湯,,,,https://sauna-ikitai.com/saunas/3546,サウナ・温浴施設,未着手,香川県
癒しの里 さらい 湯の華,,,,https://sauna-ikitai.com/saunas/3509,サウナ・温浴施設,未着手,香川県
あかね温泉,,,,https://sauna-ikitai.com/saunas/3489,サウナ・温浴施設,未着手,香川県
さぬきの湯 ドーミーイン高松,,,,https://sauna-ikitai.com/saunas/3495,サウナ・温浴施設,未着手,香川県
由良里の湯,,,,https://sauna-ikitai.com/saunas/5011,サウナ・温浴施設,未着手,香川県
丸亀ぽかぽか温泉,,,,https://sauna-ikitai.com/saunas/3527,サウナ・温浴施設,未着手,香川県
クア温泉屋島,,,,https://sauna-ikitai.com/saunas/7300,サウナ・温浴施設,未着手,香川県
春日なごみの湯 湯楽温泉,,,,https://sauna-ikitai.com/saunas/3500,サウナ・温浴施設,未着手,香川県
天然温泉きらら,,,087-815-6622,http://www.kiraraonsen.com/,サウナ・温浴施設,未着手,香川県
サウナ&カプセル・ファーストイン高松,,,087-822-1919,http://first-inn.flips.jp/,サウナ・温浴施設,未着手,香川県
父母ヶ浜絶景浴サウナ,,,,https://www.zekkei-sauna.com/,サウナ・温浴施設,未着手,香川県
仏生山温泉,,,087-889-7750,http://busshozan.com/,サウナ・温浴施設,未着手,香川県
オリーブ温泉満天の湯,,,0879-61-1136,https://www.manten-shodoshima.com/onyoku/,サウナ・温浴施設,未着手,香川県
三豊鶴TOJI -泊Rutto,,,080-2976-4641,https://toji.mitoyotsuru.com/,サウナ・温浴施設,未着手,香川県
ホテル川六エルステージ高松,,taka1877@kawaroku.com,087-821-5666,https://kawaroku.co.jp/erta?utm_source=google%20mybusiness,サウナ・温浴施設,未着手,香川県
いやだに温泉大師の湯,,,0875-72-2601,https://www.park-mino.info/onsen,サウナ・温浴施設,未着手,香川県
サン・オリーブ温泉 (小豆島オリーブ公園),,info@olive-pk.jp,0879-82-2200,http://www.olive-pk.jp/map/sunolive.html,サウナ・温浴施設,未着手,香川県
たかせ天然温泉,,,0875-73-3726,http://www.souyu.co.jp/takase/,サウナ・温浴施設,未着手,香川県
玉藻の湯 ドーミーイン高松中央公園前,,inn-chuotakamatsu@dormy-hotels.com,087-835-5489,https://www.hotespa.net/hotels/chuotakamatsu/,サウナ・温浴施設,未着手,香川県
エピアみかど,,,0877-56-0015,http://e-mikado.jp/,サウナ・温浴施設,未着手,香川県
ことひら温泉 御宿 敷島館,,kotohira@dormy-hotels.com,0877-58-8005,https://www.hotespa.net/hotels/shikishimakan/,サウナ・温浴施設,未着手,香川県
大江戸温泉物語 ホテルレオマの森 天然温泉 森の湯,,,0570-041-267,https://reomanomori.ooedoonsen.jp/,サウナ・温浴施設,未着手,香川県
たからだの里環の湯,,,0875-67-2614,http://www.takaradanosato.co.jp/hp/,サウナ・温浴施設,未着手,香川県
絹島温泉 ベッセルおおちの湯,,mail@vessel-oochi.com,0879-26-1126,https://vessel-oochi.com/hotspring/,サウナ・温浴施設,未着手,香川県
塩入温泉,,info@shioiri-onsen.jp,0877-78-3363,http://www.shioiri-onsen.jp/warm/,サウナ・温浴施設,未着手,香川県
edit x seven 瀬戸内小豆島,,,092-292-2431,https://editxseven.com/setouchi-shodoshima/,サウナ・温浴施設,未着手,香川県
湯山荘 阿讃琴南,,example@asankotonamihotel.com,0799-22-2521,http://www.asankotonami.com/,サウナ・温浴施設,未着手,香川県
門入カメリア温泉,,,0879-43-2566,https://spa-kameria.com/,サウナ・温浴施設,未着手,香川県
りつりん2 (ジャンボフェリー),,,0879-82-2222,https://shoudoshima-ferry.co.jp/,サウナ・温浴施設,未着手,香川県
ニューグランデみまつ,,takamatsu@nmimatsu.com,087-823-4111,http://www.nmimatsu.com/,サウナ・温浴施設,未着手,香川県
リブマックスリゾート讃岐塩江温泉,,,087-893-0300,https://www.livemax-resort.com/kagawa/sanukionsen/,サウナ・温浴施設,未着手,香川県
ことひら温泉琴参閣,,example@kotosankaku.jp,0877-75-1000,https://kotosankaku.jp/,サウナ・温浴施設,未着手,香川県
積修館 -泊Rutto,,,,https://sekisyukan.com/,サウナ・温浴施設,未着手,香川県
あやうた温泉 湯舟道,,,0877-86-4793,http://yubunemichi.com/,サウナ・温浴施設,未着手,香川県
トレスタ白山,,,0120-319-124,http://www.tresta.jp/,サウナ・温浴施設,未着手,香川県
湯元こんぴら温泉華の湯 紅梅亭,,,0877-75-1111,https://www.koubaitei.jp/,サウナ・温浴施設,未着手,香川県
Guest house ONE,,,0875-25-5678,https://guesthouse-one.com/,サウナ・温浴施設,未着手,香川県
宇多津グランドホテル,,utazu@sakaide-grandhotel.jp,0877-41-1000,https://utazu.sakaide-grandhotel.jp/,サウナ・温浴施設,未着手,香川県
春日温泉,,,0879-43-6565,http://www.sanuki-sa.jp/kasuga/,サウナ・温浴施設,未着手,香川県
こんぴら温泉 琴平花壇,,example@kotohira-kadan.jp,0877-75-3232,https://www.kotohira-kadan.jp/,サウナ・温浴施設,未着手,香川県
翼山温泉,,,0879-33-2532,http://www.souyu.co.jp/tubasayama/,サウナ・温浴施設,未着手,香川県
アパホテル 高松空港,,,087-879-1111,https://www.apahotel.com/hotel/shikoku/01_takamatsukuko-grand/,サウナ・温浴施設,未着手,香川県
MY LODGE Naoshima,,info@mylodge-naoshima.com,087-873-2106,https://mylodge-naoshima.com/,サウナ・温浴施設,未着手,香川県
夕凪の湯HOTEL 花樹海,,,087-861-5580,http://www.hanajyukai.jp/,サウナ・温浴施設,未着手,香川県
ザランタン東かがわ,,the-lantown.higashikagawa@dive.design,090-1952-1235,https://glampicks.jp/glamping/g269/official/,サウナ・温浴施設,未着手,香川県
亀の井ホテル 観音寺( 旧 かんぽの宿 観音寺),,,0875-27-6161,https://www.kanponoyado.japanpost.jp/kanonji/,サウナ・温浴施設,未着手,香川県
AKIYATO Sei-Jima Retreat,,reservation@loof.inc,050-8892-0040,https://a-to.world/hotels/akiyato-sei-jima-retreat/,サウナ・温浴施設,未着手,香川県
Hotel O. Setouchi,,,0875-24-9660,https://www.hotelo.jp/,サウナ・温浴施設,未着手,香川県
ヴィラ塩江,,,087-893-1111,http://www.hyper-inn.net/asp/newscat.asp?nc_id=76,サウナ・温浴施設,未着手,香川県
坂出カントリークラブ,,xxx@xxxxxx.co.jp,0877-48-3500,https://sakaide-cc.com/,サウナ・温浴施設,未着手,香川県
休暇村讃岐五色台,,,0877-47-0231,http://www.qkamura.or.jp/goshiki/,サウナ・温浴施設,未着手,香川県
伊予の湯治場 喜助の湯,,,089-998-3300,http://www.kisuke.com/yu-matsuyama/,サウナ・温浴施設,未着手,愛媛県
東道後のそらともり,,,089-970-1026,http://www.soratomori.com/,サウナ・温浴施設,未着手,愛媛県
しまなみ温泉 喜助の湯,,,0898-22-0026,http://kisuke.com/yu-imabari/,サウナ・温浴施設,未着手,愛媛県
ナニワサウナ,,,0898-32-5883,https://sauna-ikitai.stores.jp/,サウナ・温浴施設,未着手,愛媛県
南道後温泉ていれぎの湯,,,089-963-3535,http://www.teiregi.jp/,サウナ・温浴施設,未着手,愛媛県
見奈良天然温泉 利楽,,,089-955-1126,http://www.spa-riraku.com/,サウナ・温浴施設,未着手,愛媛県
たかのこの湯(たかのこのホテル),,info@thimpress.com,089-997-7777,http://takanokono.jp/,サウナ・温浴施設,未着手,愛媛県
東道後温泉 久米之癒,,,089-970-1126,http://www.kumenoyu.com/,サウナ・温浴施設,未着手,愛媛県
媛彦温泉,,,089-960-1441,http://himehiko.jp/,サウナ・温浴施設,未着手,愛媛県
石手の湯 ドーミーイン松山,,inn-matsuyama@dormy-hotels.com,089-934-5489,https://www.hotespa.net/hotels/matsuyama/,サウナ・温浴施設,未着手,愛媛県
シーパの湯,,fabc@def.com,089-993-0101,https://seapa.jp/,サウナ・温浴施設,未着手,愛媛県
別子温泉〜天空の湯〜,,,0897-43-1801,https://besshi.com/besshionsentenkunoyu/,サウナ・温浴施設,未着手,愛媛県
カンデオホテルズ松山大街道,,kenta@candeo-hotels.com,089-913-8866,https://www.candeohotels.com/ja/ehime-matsuyama/skyspa/,サウナ・温浴施設,未着手,愛媛県
星乃岡温泉千湯館,,,089-958-6700,http://hoshinooka.net/senyukan.html,サウナ・温浴施設,未着手,愛媛県
道後さや天然温泉ゆらら,,,089-965-4126,https://onsen-yurara.jp/,サウナ・温浴施設,未着手,愛媛県
マーレ・グラッシア大三島,,,0897-82-0100,http://jf-omishima.or.jp/smarts/index/19/,サウナ・温浴施設,未着手,愛媛県
東温市ふるさと交流館さくらの湯,,,089-960-6511,https://www.souyu.co.jp/shisetsu/sakura,サウナ・温浴施設,未着手,愛媛県
鈍川せせらぎ交流館,,,0898-55-4477,https://www.instagram.com/nibukawaseseragi.onsen,サウナ・温浴施設,未着手,愛媛県
インランド・シー・リゾート フェスパ,,,0897-77-2200,https://fespa-yumeshima.jp/,サウナ・温浴施設,未着手,愛媛県
伊方町健康交流施設 亀ヶ池温泉,,yamada@mail.com,0894-39-1160,http://www.kamegaike.com/,サウナ・温浴施設,未着手,愛媛県
HOTEL LEPO CHAHAL,,sample@sample.jp,089-915-5505,https://hotel-lepo.jp/,サウナ・温浴施設,未着手,愛媛県
西条天然温泉 ひうちの湯,,,0897-55-1004,http://hiuchinoyu.com/,サウナ・温浴施設,未着手,愛媛県
本谷温泉館,,,0898-66-0372,http://www.hondani-onsen.com/,サウナ・温浴施設,未着手,愛媛県
新居浜温泉パナス,,,0897-31-8000,http://www.panas-kaja.com/,サウナ・温浴施設,未着手,愛媛県
湯あそびひろば 三島乃湯,,,0896-24-4126,http://www.yuasobihiroba-mishimanoyu.com/,サウナ・温浴施設,未着手,愛媛県
アニキのサウナ,,,0892-21-3357,http://aniki-sauna.jp/,サウナ・温浴施設,未着手,愛媛県
宝泉坊温泉(クアテルメ宝泉坊),,hosenbo@arigatou-s.com,0894-83-0200,https://www.housenbou.net/,サウナ・温浴施設,未着手,愛媛県
湯之谷温泉,,,0897-55-2135,https://yunotani-saijo.com/,サウナ・温浴施設,未着手,愛媛県
宇和サウナ(宇和パークホテル),,sample@eights.com,0894-62-2211,https://uwapark.com/sauna/,サウナ・温浴施設,未着手,愛媛県
ゆとりあ温泉,,,089-978-6881,https://fujiko-gp.com/yutoria/,サウナ・温浴施設,未着手,愛媛県
水際のロッジ,,info@morino-kuni.com,0895-43-0331,https://morino-kuni.com/riverside-lodge/,サウナ・温浴施設,未着手,愛媛県
道後山の手ホテル,,,089-998-2111,http://www.dogo-yamanote.com/,サウナ・温浴施設,未着手,愛媛県
東予温泉いやしのリゾート,,,0898-64-0080,http://www.touyoonsen.com/,サウナ・温浴施設,未着手,愛媛県
天山トロン温泉,,,089-931-1126,http://www.fuji-ko.jp/toron/index.htm,サウナ・温浴施設,未着手,愛媛県
霧の森 交湯〜館,,,0896-72-2611,https://www.kirinomori.co.jp/mori/spa/,サウナ・温浴施設,未着手,愛媛県
瀧乃元 近藤家,,,080-2388-3597,http://kondoke.yours-llc.net/,サウナ・温浴施設,未着手,愛媛県
道後舘,,info@dogokan.co.jp,089-941-7777,http://www.dogokan.co.jp/,サウナ・温浴施設,未着手,愛媛県
天然の湯いよ温泉(いよプリンスホテル),,,089-982-3018,http://iyoprince.com/iyo_onsen.html,サウナ・温浴施設,未着手,愛媛県
游の里温泉(ユートピア宇和),,yuunosato@arigatou-s.com,0894-67-0077,https://yutopiauwa.com/,サウナ・温浴施設,未着手,愛媛県
道後温泉ふなや,,123@dogo-funaya.co.jp,089-947-0278,http://www.dogo-funaya.co.jp/,サウナ・温浴施設,未着手,愛媛県
湯ノ浦温泉四季の湯ビア工房,,,0898-48-0300,https://yunoura-shikinoyu.jp/,サウナ・温浴施設,未着手,愛媛県
ホテル泰平,,,089-943-5000,http://www.hoteltaihei.co.jp,サウナ・温浴施設,未着手,愛媛県
今治国際ホテル,,,0898-36-1111,https://www.imabari-kokusai-hotel.co.jp,サウナ・温浴施設,未着手,愛媛県
椿交流館 椿温泉こまつ,,,0898-76-3511,https://tsubakionsen-komatsu.com/,サウナ・温浴施設,未着手,愛媛県
大洲市交流促進センター 鹿野川荘,,,0893-34-2000,https://kanogawaso.jp/,サウナ・温浴施設,未着手,愛媛県
道後プリンスホテル,,yamada@mail.com,089-947-5111,http://www.dogoprince.co.jp/,サウナ・温浴施設,未着手,愛媛県
SPA P・SPO湯砥里館とべ温泉,,,089-962-7200,http://www.town.tobe.ehime.jp/soshiki/34/tobeonsen.html,サウナ・温浴施設,未着手,愛媛県
ゆらり内海,,,0895-85-1155,http://yurariuchiumi.com/restaurant.html,サウナ・温浴施設,未着手,愛媛県
西予市観光交流拠点施設あけはまーれ,,,0894-64-1616,https://akehama.com/lodging/akehama-re/,サウナ・温浴施設,未着手,愛媛県
一本松温泉あけぼの荘,,,0895-84-3260,http://www.town.ainan.ehime.jp/kanko/sightseeing/shukuhaku/akebonoso.html,サウナ・温浴施設,未着手,愛媛県
クアハウス今治,,,0898-47-0606,http://www.k-ispa.server-shared.com/,サウナ・温浴施設,未着手,愛媛県
LUONTE -霧の高原Glamping,,,0896-72-3113,https://luonte.com/,サウナ・温浴施設,未着手,愛媛県
大江戸温泉物語 道後(湯快リゾート 道後温泉 道後彩朝楽,,,0570-550-480,https://www.ooedoonsen.jp/dogo/,サウナ・温浴施設,未着手,愛媛県
湯の里小町温泉しこくや,,webinfo@rinrinpark.com,0898-72-6688,http://www.rinrinpark.com/,サウナ・温浴施設,未着手,愛媛県
ウェルピア伊予,,,089-983-4500,https://welpiaiyo.jp/,サウナ・温浴施設,未着手,愛媛県
道の駅 津島やすらぎの里 熱田の湯,,,0895-20-8181,http://www.yasuragi-egao.jp/,サウナ・温浴施設,未着手,愛媛県
休暇村 瀬戸内東予,,,0898-48-0311,http://www.qkamura.or.jp/toyo/,サウナ・温浴施設,未着手,愛媛県
鈍川温泉 皆楽荘,,,0898-55-2350,http://nibukawaonsen-kairakusou.jp/,サウナ・温浴施設,未着手,愛媛県
KKR道後ゆづき,,,089-941-2934,http://www.kkrdogo.jp/,サウナ・温浴施設,未着手,愛媛県
道後温泉 にぎたつ会館,,nigitatsu@islands.ne.jp,089-941-3939,http://www.islands.ne.jp/nigitatsu/,サウナ・温浴施設,未着手,愛媛県
サンセットヒルズカントリークラブ,,sunset@sunsethills.co.jp,089-992-0303,http://www.sunsethills.co.jp/,サウナ・温浴施設,未着手,愛媛県
愛媛ゴルフ倶楽部,,,0893-44-4121,http://www.ehimegc.com/,サウナ・温浴施設,未着手,愛媛県
花の森ホテル,,info@hananomori-h.com,089-967-1666,http://www.hananomori-h.com/,サウナ・温浴施設,未着手,愛媛県
エスポワール愛媛文教会館,,info@ehime-bunkyokaikan.or.jp,089-945-8644,http://www.ehime-bunkyokaikan.or.jp/,サウナ・温浴施設,未着手,愛媛県
土佐望月温泉 姫若子の湯,,,088-855-4126,https://himewako.jp/,サウナ・温浴施設,未着手,高知県
EN+,,,088-821-9988,https://www.instagram.com/enplus_sauna?igsh=cnZ3eXp0OWQ2ZzN1,サウナ・温浴施設,未着手,高知県
高知ぽかぽか温泉,,,088-861-1126,http://www.souyu.co.jp/kouchi/index.php,サウナ・温浴施設,未着手,高知県
木の香温泉,,,088-869-2300,https://konokaonsen.com/,サウナ・温浴施設,未着手,高知県
紺碧の湯 ドーミーイン高知,,inn-kochi@dormy-hotels.com,088-872-5489,https://www.hotespa.net/hotels/kochi/,サウナ・温浴施設,未着手,高知県
プライベートサウナ fu-ga,,,0889-43-0421,https://yasuikeikokufu-ga.com/,サウナ・温浴施設,未着手,高知県
OMO7高知 by 星野リゾート,,,088-885-5166,https://www.hoshinoresorts.com/resortsandhotels/omobeb/omo/7kochi.html,サウナ・温浴施設,未着手,高知県
土佐ぽかぽか温泉,,,088-834-1126,https://www.pokaon-tosa.com/,サウナ・温浴施設,未着手,高知県
雲の上の温泉,,,0889-65-1126,https://yusuhara-kumonoue-kanko.jp/activity/kumonouenoonsen/,サウナ・温浴施設,未着手,高知県
シレストむろと,,,0887-22-6610,http://www.searest.jp/,サウナ・温浴施設,未着手,高知県
黒潮温泉 龍馬の湯(高知黒潮ホテル),,info@ryusei-family.com,0887-56-5900,https://ryusei-family.com/,サウナ・温浴施設,未着手,高知県
天然の湯 ながおか温泉,,,088-864-6300,https://www.nagaokaonsen.com/,サウナ・温浴施設,未着手,高知県
オーベルジュ土佐山,,info@orienthotel.jp,088-850-6911,http://www.orienthotel.jp/tosayama/,サウナ・温浴施設,未着手,高知県
天然温泉 はるのの湯,,harunonoyu@juno.ocn.ne.jp,088-894-5400,http://www.harunonoyu.co.jp/,サウナ・温浴施設,未着手,高知県
土佐和紙工芸村QRAUD(くらうど),,,088-892-1001,http://www.qraud-kochi.jp/,サウナ・温浴施設,未着手,高知県
鰹乃國の湯宿 黒潮本陣,,,0889-52-3500,http://honjin.or.jp/,サウナ・温浴施設,未着手,高知県
四万十いやしの里,,yoyaku2@shimantonoyado.co.jp,0880-33-1600,http://www.shimantonoyado.co.jp/%E5%9B%9B%E4%B8%87%E5%8D%81%E3%81%84%E3%82%84%E3%81%97%E3%81%AE%E9%87%8C/,サウナ・温浴施設,未着手,高知県
中津渓谷 ゆの森,,yunomori@sage.ocn.ne.jp,0889-36-0680,https://www.yunomori.jp,サウナ・温浴施設,未着手,高知県
宿毛リゾート 椰子の湯,,info@yashinoyu.com,0880-65-8185,http://yashinoyu.com/,サウナ・温浴施設,未着手,高知県
土佐御苑,,ryokan@tosagyoen.co.jp,088-822-4491,https://www.tosagyoen.co.jp/,サウナ・温浴施設,未着手,高知県
アシズリテルメ,,,0880-88-0301,https://ashizurithermae.jp,サウナ・温浴施設,未着手,高知県
四国霊場第37番札所 岩本寺,,,0880-22-0376,https://at40010.jp/syukubo/サウナ付客室プラン/,サウナ・温浴施設,未着手,高知県
メルキュール高知土佐リゾート&スパ(旧ロイヤルホテル 土佐),,micesales@drhm.jp,0887-33-4510,https://mercure-kochitosa-resortandspa.jp/,サウナ・温浴施設,未着手,高知県
城西館,,info@jyoseikan.co.jp,088-875-0111,http://www.jyoseikan.co.jp/,サウナ・温浴施設,未着手,高知県
龍河温泉,,,0887-53-4126,http://www.ryugaonsen.com/,サウナ・温浴施設,未着手,高知県
TheMana Village(足摺パシフィックホテル花椿) スイート,,contact@themanavillage.com,0880-88-1111,https://themanavillage.com/,サウナ・温浴施設,未着手,高知県
土佐佐賀温泉 こぶしのさと,,,050-5799-8439,https://kobushinosato-kuroshio.jp/,サウナ・温浴施設,未着手,高知県
ビジネスホテル 港屋,,,088-883-6000,http://www.hotel-minatoya.jp/,サウナ・温浴施設,未着手,高知県
いなかじかん,,,0887-39-2088,https://inakajikann.studio.design/,サウナ・温浴施設,未着手,高知県
かがみ温泉RIO,,,088-896-2345,http://www.city.kochi.kochi.jp/soshiki/103/riorio.html,サウナ・温浴施設,未着手,高知県
ホテル松葉川温泉,,,0880-23-0611,http://www.matsubakawa.jp/,サウナ・温浴施設,未着手,高知県
ホテル ファースト,,,088-861-6688,http://hotel-first.com/,サウナ・温浴施設,未着手,高知県
ホテル ココモ,,,0880-35-1133,http://kokomo-shimanto.com/,サウナ・温浴施設,未着手,高知県
ホテル星羅四万十,,,0880-52-2225,http://www.seirashimanto.com/,サウナ・温浴施設,未着手,高知県
レステイ高知,,sample@fashion-hotels.jp,088-842-5512,https://www.restayhotels.com/detail/231#top,サウナ・温浴施設,未着手,高知県
ホテルベルリーフ大月,,,0880-74-0222,http://www.bellreef.net/,サウナ・温浴施設,未着手,高知県
ホテルTAMAI,,,0887-35-2111,https://hotel-tamai.net/,サウナ・温浴施設,未着手,高知県
ウェルビー福岡,,sample@sample.co.jp,092-291-1009,https://www.wellbe.co.jp/fukuoka/,サウナ・温浴施設,未着手,福岡県
筑紫野 天拝の郷,,,092-918-5111,https://tenpainosato.com,サウナ・温浴施設,未着手,福岡県
ホテルキャビナス福岡,,reserve@cabinas.jp,092-436-8880,http://cabinas.jp/,サウナ・温浴施設,未着手,福岡県
ウェルビー福岡(女性専用エリア) ※旧SaunaLab Fukuoka,,,092-291-1009,https://sln-wfw-change.studio.site/,サウナ・温浴施設,未着手,福岡県
みなと温泉 波葉の湯,,,092-271-4126,https://namiha.jp/,サウナ・温浴施設,未着手,福岡県
サウナヨーガン福岡天神,,,,https://yogan-sauna-fukuoka-tenjin.jp/,サウナ・温浴施設,未着手,福岡県
源泉掛け流し温泉久留米 游心の湯,,,0942-22-6026,http://www.yushin-yu.com/,サウナ・温浴施設,未着手,福岡県
ヒナタの杜 小戸の湯どころ,,,092-688-9269,https://www.hinatanomori.jp/,サウナ・温浴施設,未着手,福岡県
伊都の湯どころ,,,092-331-1000,https://genki-ito.jp,サウナ・温浴施設,未着手,福岡県
新宮温泉 ふくの湯,,,092-410-4126,https://www.fukunoyu.com/shingu/,サウナ・温浴施設,未着手,福岡県
小倉サウナ TOTONOI (ととのい),,,093-512-7820,https://www.totonoikokura.com/,サウナ・温浴施設,未着手,福岡県
THE VANISH,,,092-410-3309,https://www.instagram.com/nayuta_fukuoka/,サウナ・温浴施設,未着手,福岡県
筑紫の湯,,,092-919-8426,https://www.chikushinosato.co.jp/onsen/,サウナ・温浴施設,未着手,福岡県
天然温泉コロナの湯 小倉店,,,093-581-5686,https://www.korona.co.jp/Onsen/kok/index.asp,サウナ・温浴施設,未着手,福岡県
照葉スパリゾート,,,092-683-1010,http://www.terihaspa.jp/,サウナ・温浴施設,未着手,福岡県
博多天然温泉 八百治の湯(八百治博多ホテル),,,092-413-8881,https://www.yaoji.co.jp/,サウナ・温浴施設,未着手,福岡県
宗像王丸・天然温泉 やまつばさ,,,0940-37-4126,http://www.yamatsubasa.jp/,サウナ・温浴施設,未着手,福岡県
グリーンランド 中洲店,,,092-291-9000,https://greenland-group.jp/nakasu/,サウナ・温浴施設,未着手,福岡県
天然温泉おとぎの杜,,,093-692-4126,http://www.otogi-mori.com/,サウナ・温浴施設,未着手,福岡県
グランピング五感,,info@glamping-gokan.com,092-555-6553,https://glamping-gokan.com/,サウナ・温浴施設,未着手,福岡県
那珂川清滝,,,092-952-8848,https://www.nakagawaseiryu.jp/,サウナ・温浴施設,未着手,福岡県
大牟田天然温泉 最高の湯,,saikonoyu@bestamenity.co.jp,0944-53-8126,http://saikonoyu.com/,サウナ・温浴施設,未着手,福岡県
筑紫野温泉 アマンディ,,,092-926-2655,https://www.amandi.jp/index2.html,サウナ・温浴施設,未着手,福岡県
ふくの湯 花畑店,,,092-564-2626,https://www.fukunoyu.com/hanahata/,サウナ・温浴施設,未着手,福岡県
天然温泉 べんがらの湯(八女市健康増進施設 べんがら村),,,0943-24-3339,https://www.bengalamura.com/,サウナ・温浴施設,未着手,福岡県
ふくの湯 春日店,,,092-915-1126,http://www.fukunoyu.com/kasuga/,サウナ・温浴施設,未着手,福岡県
ふくの湯 早良店,,,092-833-1126,https://www.fukunoyu.com/sawara/,サウナ・温浴施設,未着手,福岡県
天然温泉 袖湊の湯(ドーミーインPREMIUM 博多・キャナルシティ前),,inn-hakatacanal@dormy-hotels.com,092-272-5489,https://www.hotespa.net/hotels/hakatacanal/,サウナ・温浴施設,未着手,福岡県
SUN EFFECT,,,0000002664,https://suneffect.jp/,サウナ・温浴施設,未着手,福岡県
湯の坂 久留米温泉,,,0942-33-4126,http://www.kurume-onsen.com/,サウナ・温浴施設,未着手,福岡県
シーサイドスパ,,,093-682-1126,http://www.souyu.co.jp/seaside/,サウナ・温浴施設,未着手,福岡県
CAVEMAN SAUNA,,,,https://www.instagram.com/cavemansauna_kurume?igsh=N3M0cWg0dTdtZHQ2&amp;utm_source=qr,サウナ・温浴施設,未着手,福岡県
いちょうの湯,,,093-203-1126,https://ichonoyu.com/,サウナ・温浴施設,未着手,福岡県
日帰りの湯  薬王寺の湯 漢方薬湯 偕楽荘,,kairakuso@gmail.com,092-946-3866,https://kairakusou.info/,サウナ・温浴施設,未着手,福岡県
照葉スパリゾート門司店,,,093-382-1010,http://terihaspa.jp/moji,サウナ・温浴施設,未着手,福岡県
天然温泉 御笠の湯(ドーミーイン博多祇園),,inn-hakata@dormy-hotels.com,092-271-5489,http://www.hotespa.net/hotels/hakata/,サウナ・温浴施設,未着手,福岡県
